title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,216896,au,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
Under the Bridge,Red Hot Chili Peppers,3d9DChrdc6BOeFsbrZ3Is0,216750,au,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
Holiday,KSI,14Bcv6siTBPw3TlP84dasC,216521,au,0.356,0.684,8,-7.347,1,0.0878,0.152,0.0,0.101,0.347,87.188,193733,4
Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,216439,au,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
Somebody That I Used To Know,"Gotye, Kimbra",1qDrWA6lyx8cLECdZE7TV7,216188,au,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,4
Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,216012,au,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,201287,4
Tiny Dancer,Elton John,2TVxnKdb3tqe1nhQWwwZCO,215843,au,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,4
You Right,"Doja Cat, The Weeknd",0k4d5YPDr1r7FX77VdqWez,215759,au,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,30QR0ndUdiiMQMA9g1PGCm,215651,au,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490,4
Ophelia,The Lumineers,5NORWMFC27ywGSZxi8uquP,215300,au,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1v7L65Lzy0j0vdpRjJewt1,215242,au,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,4
Bohemian Rhapsody - Remastered 2011,Queen,4u7EnebtmKWzUH433cf5Qv,214926,au,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4
Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,213702,au,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
Stay With Me,Sam Smith,5MxWTfmlmRDx6VZHvB9xV8,213595,au,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
Chasing Cars,Snow Patrol,11bD1JtSjlIgKgZG2134DZ,213157,au,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4
The Horses,Daryl Braithwaite,5z6a02FGoVsXTrJ4GiVNxE,212735,au,0.707,0.275,4,-14.816,1,0.0328,0.13,0.0,0.066,0.195,93.988,256107,4
Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,212696,au,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
Arranhão - Ao Vivo,Henrique & Juliano,4u06FbRh6FvV2FQZkouzCw,6639716,br,0.486,0.871,3,-3.642,0,0.258,0.617,0.0,0.97,0.663,151.175,153410,4
Bala Love,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",48Ll1C6qAnP2UjnopQDh4a,6093186,br,0.628,0.318,9,-8.887,0,0.0507,0.807,0.101,0.19,0.492,86.453,221538,5
Meu Pedaço de Pecado,João Gomes,2kJRlOyrxsy7Ot3c5TZ8Q6,5595820,br,0.668,0.887,11,-4.404,0,0.0564,0.369,1.39e-06,0.257,0.907,151.92,157176,4
Ela e Ela,Zé Neto & Cristiano,5Yu1AOnIzC1tWRJ4U0uW7u,5588993,br,0.575,0.669,4,-4.75,0,0.0341,0.273,0.0,0.172,0.524,109.999,168645,4
Você Beberia Ou Não Beberia?,Zé Neto & Cristiano,4P7IXYPAkinTdZrBF5bGWp,5531327,br,0.596,0.772,10,-4.721,1,0.0645,0.561,0.0,0.071,0.591,75.663,154662,4
Quer Voar,Matuê,7aZusA4cWXz3Wv9e9uhavz,5284375,br,0.806,0.595,8,-6.166,0,0.246,0.138,0.0,0.0882,0.677,82.492,187636,4
Chega E Senta - Ao Vivo,John Amplificado,2ookQf9qP2qiBuNFnNXyfl,5222542,br,0.608,0.693,11,-4.057,1,0.0559,0.266,0.0,0.0829,0.308,129.882,153740,4
Nota de Repúdio - Ao Vivo,Gusttavo Lima,3agFBAMPiIvzfTh7a9Udm6,5014917,br,0.811,0.807,4,-2.681,1,0.1,0.381,0.0,0.977,0.766,115.01,164949,4
Ficha Limpa,Gusttavo Lima,5SwyN9hzmWjBsINlif8li8,4669746,br,0.774,0.732,9,-4.227,1,0.0308,0.108,0.0,0.243,0.734,135.005,192725,4
Rolê,"Tarcísio do Acordeon, Marcynho Sensação",50gPsfGHy5OnPauA9455DM,4504820,br,0.678,0.775,2,-4.152,0,0.043,0.302,0.0,0.0718,0.96,160.116,174938,4
MORENA,Luan Santana,4PQdrXMDHDPl1RczrrlADd,4504129,br,0.526,0.731,11,-4.662,1,0.0887,0.18,0.0,0.0891,0.476,86.959,193221,4
Baby Me Atende,"Matheus Fernandes, Dilsinho",1bWBG6IkMnDr3qvCKSvQT7,4313634,br,0.65,0.792,6,-3.825,0,0.0393,0.607,2.36e-05,0.92,0.872,154.027,225672,4
A Maior Saudade - Ao Vivo,Henrique & Juliano,5Q0ZnQjk4lQpScX7ujswun,4238646,br,0.292,0.626,11,-4.78,1,0.0533,0.571,0.0,0.87,0.305,162.824,190162,4
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,4205291,br,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4
Expectativa x Realidade,Matheus & Kauan,1wdhj1r7aeWVDUl9d18YKu,3842473,br,0.585,0.839,6,-5.674,1,0.0758,0.182,0.0,0.2,0.568,123.793,163324,4
Aquelas Coisas,João Gomes,0FqVtQxRD3HsPltldG5v5M,3672298,br,0.682,0.873,6,-4.163,1,0.0449,0.402,0.0,0.0946,0.964,150.006,147072,4
Desbloqueado - Ao Vivo,Diego & Victor Hugo,79Wou8NwYEFzTyDQudjENF,3616675,br,0.547,0.571,7,-5.816,1,0.0412,0.783,0.0,0.251,0.38,75.188,188672,4
Se For Amor,"João Gomes, Vitor Fernandes",5F2xRvRFkxDvqdFtUNAEyw,3583188,br,0.667,0.899,11,-4.402,0,0.0322,0.423,1.84e-05,0.332,0.835,147.962,239928,4
Senta Danada,"Zé Felipe, Os Barões Da Pisadinha",2R9IrE42Mw4zdUXAEFNiZL,3581698,br,0.746,0.743,7,-3.349,1,0.0629,0.251,0.0,0.0674,0.938,166.043,172621,4
Revoada No Colchão,"Zé Felipe, Marcynho Sensação",4kGdnA7FzSVsXC29LPghej,3494078,br,0.704,0.936,8,-2.714,1,0.058,0.231,0.0,0.192,0.96,170.063,153448,4
Cê Tá Preparada - Ao Vivo,"Tayrone, Marília Mendonça",1tYJnXtKLoWVIL4lZOouQG,3466465,br,0.782,0.845,2,-3.731,1,0.0721,0.501,0.0,0.713,0.771,121.95,213006,4
Eu Fiz o Jogo Virar,"Mc Poze do Rodo, Mainstreet, Ajaxx",53BkPZwlaLbW77uV9BnJkl,3456300,br,0.621,0.499,6,-6.998,0,0.481,0.385,0.0,0.131,0.421,122.07,145574,4
Zero Saudade - Ao Vivo,"Os Barões Da Pisadinha, Maiara & Maraisa",1hs2hRwPfyFLoYIf6jY1W7,3436653,br,0.543,0.902,6,-1.778,1,0.0664,0.376,0.0,0.378,0.839,168.243,184640,4
Sem Sentimento,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",4XiFqfUXyTwOChvMLKKi0T,3411278,br,0.747,0.888,3,-4.434,0,0.041,0.148,0.0,0.0406,0.972,160.08,131067,4
Localiza Aí BB,"Vitor e Luan, Henrique & Juliano",6fe5D0ivKnpXFMAnoSRjah,3268361,br,0.677,0.908,1,-2.513,1,0.0556,0.379,0.0,0.451,0.885,161.991,145309,4
Não Nasceu pra Namorar,"MC Zaquin, MC Rick",6pQKUKBpwr6GhfhcFFFozo,3191542,br,0.525,0.448,1,-4.075,0,0.0443,0.14,0.0,0.0922,0.527,83.406,140308,4
Passinho Debochado,Dan Ventura,1tdDDOJRdbo1Uz47D1k62G,3152998,br,0.781,0.829,9,-3.483,0,0.184,0.0787,0.000146,0.0411,0.894,179.973,85333,4
Doutora 3,Mc Kevin,4DWKtQVURjepn8uzBgmwuv,3002337,br,0.882,0.419,7,-11.967,1,0.11,0.11,0.0,0.215,0.163,109.912,157088,4
Se Joga no Passinho,"Brisa Star, Thiago Jhonathan (TJ)",41pFFOnh1glVNIlrWOpBjb,2833248,br,0.654,0.83,11,-3.052,0,0.0467,0.391,1.37e-05,0.032,0.866,168.0,200000,4
Vagabundo,"Matheus & Kauan, Zé Vaqueiro",6Lrzxd7ST5oQ6FYKXKH7Ia,2809004,br,0.47,0.917,1,-4.532,0,0.111,0.089,0.0,0.108,0.651,162.009,165380,4
A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",0wRn3ggAY1fIupTaVigdza,2748521,br,0.623,0.656,9,-3.662,0,0.229,0.288,0.0,0.105,0.576,112.823,302118,5
Se Essa Bunda,"Costa Gold, Kawe, André Nine",7gMWTBRgB5CZdNDSuweCyr,2717452,br,0.946,0.595,1,-7.198,1,0.137,0.183,0.0,0.0363,0.835,120.009,249125,4
"Não, Não Vou",Mari Fernandez,3jSG8oE8doxDxmpe5GlFee,2667881,br,0.631,0.861,11,-1.891,0,0.0424,0.427,0.000119,0.215,0.822,149.95,173038,4
STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,2655933,br,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
Troca,Jorge & Mateus,6HV630GY0GT3RN2efFRmbP,2592180,br,0.758,0.697,1,-4.103,1,0.0347,0.647,0.0,0.0887,0.81,94.98,171264,4
Só Não Divulga,"Fernando & Sorocaba, Tarcísio do Acordeon",3HquWF2pZmWYu3WAEP9Heb,2536176,br,0.553,0.785,3,-4.099,0,0.0682,0.665,0.0,0.445,0.914,75.852,160477,4
Cena de Amor,"Brisa Star, Zé Vaqueiro",6RMYuqlTn8777j5arY9zhC,2525138,br,0.632,0.888,8,-2.955,1,0.0437,0.0711,0.114,0.116,0.961,159.998,222000,4
Passatempo,Wesley Safadão,3ibiPPqHxdmX4nNp4kNHE9,2518814,br,0.716,0.817,7,-8.206,0,0.0569,0.193,0.0,0.071,0.928,160.047,162237,4
Vamo Tomar Uma,Zé Neto & Cristiano,1YiO0AdZz9HNoJZr8nkaDR,2406177,br,0.673,0.76,6,-5.712,0,0.0638,0.462,0.0,0.0706,0.695,137.865,139529,4
Rei Lacoste,"MD Chefe, DomLaike",1jwEnLN5hMOwotwXfchUaf,2380759,br,0.892,0.341,9,-12.385,1,0.392,0.138,1.16e-06,0.0922,0.472,119.909,152000,4
Batom de Cereja - Ao Vivo,Israel & Rodolffo,2MZQAvsA7aZDssppBLRxYp,2376877,br,0.606,0.908,6,-6.201,0,0.0565,0.556,0.0,0.19,0.798,171.966,140942,4
Faz Amor Comigo Só Hoje,"Israel & Rodolffo, Wesley Safadão",5ItttPiqUksUE240dJ9DT6,2143610,br,0.624,0.922,1,-4.628,0,0.0439,0.3,0.0,0.112,0.884,164.819,148228,4
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,2067023,br,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4
Menina Se Prepara,"Mc Pepeu, DJ Swat",2aqqXrjrPdRHU9uSeRmL3C,2060604,br,0.541,0.515,5,-3.182,1,0.0488,0.496,0.0,0.0937,0.41,86.66,210461,5
Fim da Noite,Zé Vaqueiro,4jMrV2f00zM9ifqJal3CcG,2032530,br,0.745,0.862,11,-2.731,0,0.0449,0.688,0.0,0.347,0.839,145.1,167168,4
Vida Louca,"Mc Poze do Rodo, Neo Beats, Mainstreet",7IG7laqVpcvIIULrwWP5SA,2027193,br,0.852,0.62,6,-5.79,0,0.227,0.359,0.0,0.101,0.744,92.464,155676,4
Bipolar,"Mc Davi, Mc Pedrinho, Mc Don Juan",0qxLQ6opocOGyFnlXqJ53x,2014994,br,0.601,0.36,9,-7.791,0,0.0877,0.586,0.0,0.0882,0.335,124.993,276480,4
Faxina (Ao Vivo No Casa Filtr),"Guilherme & Benuto, Os Barões Da Pisadinha",73ghohUx3BscZn4hQbD35X,2002678,br,0.532,0.856,0,-2.966,1,0.0926,0.544,0.0,0.109,0.928,159.342,153242,4
Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,1999414,br,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
"Louis V, Menina Linda","Sidoka, Intactoz Corp.",2jPACjKR21inTnWeo3eHla,1977459,br,0.905,0.47,5,-11.143,0,0.115,0.71,2.37e-06,0.127,0.503,127.054,215005,4
Volta Rapariga,Vitinho Imperador,3CUPWFarYwA0HJQqzje4UD,1959729,br,0.708,0.735,10,-7.082,0,0.0434,0.272,0.0106,0.0861,0.962,81.0,196371,4
Não Quer Chifre,"Mc Frog, DJ Lucas Beat",7Ls0AYtBWAJtt7iORFc6zC,1914432,br,0.873,0.476,5,-3.962,1,0.065,0.623,4.85e-06,0.0712,0.923,132.964,149323,4
Rasteira - Ao Vivo,Henrique & Juliano,685gjMmRjwLFrtCWtF2sXo,1881265,br,0.593,0.692,7,-5.364,0,0.042,0.528,0.0,0.863,0.598,106.046,189007,4
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,1856592,br,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
Coração Cachorro,"Avine Vinny, Matheus Fernandes",2RGIuYTsyyHoOCqW0krvNE,1816116,br,0.739,0.758,0,-4.096,1,0.0372,0.439,0.0017,0.137,0.691,151.924,150802,4
Apê 1001,"BIN, LUDMILLA, Mainstreet, Dallass",6oVNrpMWlzS6UkQuuM8zHU,1775960,br,0.575,0.549,6,-6.137,1,0.104,0.73,0.0,0.112,0.711,139.938,171429,4
My Universe,"Coldplay, BTS",3FeVmId7tL5YN8B7R3imoM,1748395,br,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
Meu Bem,João Gomes,3QKv1RIrWsLTA63oxscVrZ,1700401,br,0.667,0.872,11,-4.362,0,0.0417,0.191,0.000458,0.107,0.896,143.911,140208,4
Paradigmas,Jorge & Mateus,17UfXrL7Run3GyZJW4uRjC,1688745,br,0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,157355,4
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,4gvrJnKCKIPiacNsWVQwEU,1650458,br,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369,3
Troca de Calçada,Marília Mendonça,4AAIAVjSyiq1N7SXKkwXZe,1629657,br,0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,203158,4
THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,1607160,br,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
Coração Na Cama - Ao Vivo,Hugo & Guilherme,7vCvUJyjMxRkPeo19nxmuk,1565538,br,0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013,173227,4
Mete Um Block Nele,João Gomes,1QiZYlh3oZg3zgn8eS99aB,1562046,br,0.681,0.847,1,-5.453,0,0.0331,0.717,0.0,0.327,0.945,150.001,177192,4
Viela,Marcynho Sensação,297PAlIk1PSDeZFkdC4WIe,1554254,br,0.825,0.849,8,-7.024,1,0.0791,0.334,0.114,0.0383,0.914,170.078,152483,4
Tipo Gin - Ao Vivo,MC Kevin o Chris,4llr8mcoauwrHBtjGb7F9S,1542456,br,0.75,0.668,0,-4.49,0,0.061,0.78,3.13e-06,0.338,0.786,94.998,159147,4
Todo Mundo Menos Você,"Marília Mendonça, Maiara & Maraisa",6H1OZfzhdwK4lmaPnOLJ0b,1523612,br,0.778,0.641,7,-5.258,1,0.0449,0.753,0.0,0.104,0.434,131.914,206171,4
Eu Tenho a Senha,João Gomes,2YBKO08Wkc3eP5JdUSwng8,1510344,br,0.667,0.872,9,-4.364,0,0.0517,0.335,5.26e-06,0.098,0.915,149.922,212424,4
Facas - Ao Vivo,"Diego & Victor Hugo, Bruno & Marrone",6Aw11M9NT2tBeEj3mPKrjy,1471517,br,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,196380,4
Namorando Com Saudade,Jorge & Mateus,6m84TzSTM5nbwZxIxkYHz6,1449665,br,0.678,0.839,2,-3.78,1,0.113,0.312,0.0,0.0718,0.798,156.057,174081,4
Não Parei De Sofrer,Gustavo Mioto,7kwOvJqT8zHXQ4NYUZQ6W2,1440757,br,0.702,0.88,4,-2.671,0,0.145,0.317,0.0,0.108,0.632,157.999,176395,4
Sua amiga deu,MC Levin,142YjJNOuXjzeSDnB1ujw1,1384416,br,0.679,0.513,8,-4.7,1,0.297,0.397,2.12e-06,0.128,0.482,86.034,127798,5
Superação Digital,"Xand Avião, Zé Vaqueiro",6AQqsFYtCQi9m7MJcMjGup,1378349,br,0.66,0.889,2,-2.17,0,0.0391,0.507,3.5e-05,0.101,0.913,159.94,176298,4
Poesia Acústica 11: Nada Mudou,"Pineapple StormTv, Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak, Hunter",6giaOyDFbE4J8iclhCdW7E,1368257,br,0.725,0.622,7,-5.573,0,0.0438,0.579,0.0,0.144,0.356,119.985,600000,4
Sigilo - Ao Vivo,Guilherme & Benuto,6vnKRiOjUjYT59xl4awHTx,1367371,br,0.535,0.765,7,-3.716,0,0.184,0.433,0.0,0.125,0.627,108.521,165367,4
Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,1357123,br,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4
nada contra (ciúme),Clarissa,1YGLrVineKYS0UzvBAA3gH,1342588,br,0.597,0.474,6,-10.103,0,0.0315,0.701,0.261,0.0726,0.38,78.993,142862,4
Colocando Nela,"MC L da Vinte, Mc Kaio",5uvEyd73MMFvW2WuEghabn,1292773,br,0.634,0.359,2,-5.57,0,0.0581,0.113,1.59e-05,0.0679,0.456,84.696,140308,5
Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Os Barões Da Pisadinha,5UmwpS5SHeaKNCA7bGpJRe,1268157,br,0.593,0.932,8,-2.324,1,0.0526,0.302,0.0,0.133,0.913,171.977,147876,4
Corte Americano,"Filipe Ret, L7NNON, Chris Beats Zn",68qqVn5kHBv4zc45SDGLnh,1267645,br,0.728,0.665,5,-5.519,0,0.0595,0.555,0.0,0.14,0.473,129.055,139535,4
Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,1262582,br,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,161803,4
Vou falar que não quero,Vitor Fernandes,1wZ59VKgYD5Rho6YYvrjPB,1259103,br,0.665,0.705,4,-5.458,1,0.0317,0.592,3.91e-05,0.164,0.597,155.994,186832,4
penhasco.,Luísa Sonza,5VTqW8raQYnj2avZ27nO2a,1253922,br,0.43,0.467,8,-8.56,0,0.051,0.775,0.0,0.0933,0.382,77.249,186121,4
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,1244287,br,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3
Groupies,"Doode, Teto, Matuê",3ua3rqwBNmeGeQfcKnA3bT,1243845,br,0.845,0.655,5,-5.137,0,0.0612,0.239,0.0,0.0974,0.516,139.955,164571,4
Lágrima por Lágrima (feat. Gusttavo Lima),DENNIS,0KkpG6b73QfIjeZDqjLwxW,1238509,br,0.74,0.589,11,-5.123,1,0.0487,0.0626,0.0,0.601,0.39,130.121,152724,4
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,1217256,br,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4
Tapão Na Raba,Raí Saia Rodada,58pgi1RpcU2fVJsxhm7BIr,1215660,br,0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,0.799,128.048,175047,4
Putariazinha,Felipe Amorim,2jwrYBGz7osKI31v50bS7b,1191094,br,0.882,0.793,7,-2.239,1,0.0718,0.0606,0.00149,0.107,0.725,130.01,162462,4
ATENÇÃO,"PEDRO SAMPAIO, Luísa Sonza",5AhnPqydkYbZAp4NkyJ7ED,1189678,br,0.738,0.901,7,-4.968,1,0.071,0.252,5.96e-06,0.301,0.747,134.813,135111,4
Freio da Blazer,L7NNON,6m187iACTSAZDYMaV0klqj,1174886,br,0.515,0.63,5,-7.691,0,0.168,0.274,0.0,0.1,0.367,121.98,180000,4
Ela Não Vai Voltar,João Gomes,0V671zjVuEoXIQDooIsefn,1174163,br,0.687,0.845,1,-3.733,0,0.0602,0.493,0.0,0.103,0.867,145.973,217958,4
"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha",7EWXP47VlXKO3r7mNxuWHw,1173753,br,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,155210,4
Vou de Lala,"MC Joãozinho VT, MC Ryan SP, DJ 900, Mc Don Juan, Mc Pedrinho, Mc Kelvinho, DJ BOY",6MQrN9fclpvR4nf0uJrG1x,1166681,br,0.862,0.631,9,-1.066,0,0.177,0.328,0.0,0.0898,0.5,159.974,300000,4
Passarinho Que Som É Esse,"DJ TOPO, Mc Cyclope, MC PR",6nef87NAKR2Au5YCCfnIi9,1160103,br,0.889,0.78,5,-5.208,1,0.14,0.538,0.00344,0.088,0.82,130.042,148615,4
Beijo do Vampiro - Ao Vivo,"Os Barões Da Pisadinha, Wesley Safadão",1JEqsDV5Y7Qdtc4FeUhsl1,1142172,br,0.666,0.968,4,-2.076,1,0.059,0.446,0.0,0.0625,0.96,164.007,149202,4
Coração de Isca,Bruno & Marrone,4lHoT8PvMpMg1l5kdxqNmD,1141931,br,0.719,0.793,0,-4.402,0,0.0421,0.352,0.0,0.557,0.766,120.108,147397,4
GALOPA,PEDRO SAMPAIO,2wG1R0uDFwyobcWzVssC1J,1117315,br,0.763,0.85,1,-4.036,0,0.0409,0.285,0.0,0.104,0.77,150.009,140500,4
Pingo de Dó - Ao Vivo,Hugo & Guilherme,1a17gIb57XhPj2CMbqYABw,1106311,br,0.522,0.738,0,-4.48,0,0.117,0.685,0.0,0.652,0.608,129.685,161840,4
Pede Pra Voltar,"Cleber & Cauan, Os Barões Da Pisadinha",5IjLkZBAHwd77I2gAOKZLC,1102262,br,0.607,0.882,1,-3.186,0,0.188,0.458,0.0,0.309,0.682,155.972,141435,4
Baile do Cinga do 12,"MC Gontijo, Dj Sati Marconex",2uLt06E9xCZVPFXg9v794o,1099419,br,0.93,0.591,10,1.906,1,0.261,0.277,0.0,0.147,0.569,131.971,181864,4
Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,1098844,br,0.808,0.897,11,-3.712,0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4
Tiffany,MD Chefe,0NvVVP3Q0oSbfBUZ48vCHs,1093641,br,0.745,0.46,8,-7.887,1,0.0445,0.275,0.0,0.167,0.477,126.014,152381,4
O Ex da Sua Vida,Gusttavo Lima,17Gh6E6eRfAAw7sCgmnkFc,1092992,br,0.779,0.9,9,-3.644,0,0.055,0.163,0.0,0.25,0.962,158.032,179872,4
SORRIA,"Luan Santana, Mc Don Juan",4cKn3YjlRNowwNQi5LuZkk,1089457,br,0.568,0.736,11,-4.817,0,0.0557,0.201,0.0,0.362,0.72,153.093,181123,4
Melhor Que Muita Gente,Israel & Rodolffo,2rFQnkqRVcpKkMj1oLPMyb,1088564,br,0.719,0.806,9,-4.556,0,0.0566,0.57,0.0,0.145,0.714,113.929,161520,4
Último Beijo,"Bruno & Marrone, Wesley Safadão",56kClQGx58w4meMz1JwQvB,1083251,br,0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621,181279,4
Liberdade (Quando o Grave Bate Forte),"Alok, Mc Don Juan, Dj GBR",2QLbRVzixE282JSQjBz2DG,1082217,br,0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85e-06,0.104,0.432,129.988,150462,4
Amando Individual,"Felipe Araújo, Gusttavo Lima",40jJXSACXLpFp5czWoa32I,1081731,br,0.45,0.804,2,-2.963,1,0.0376,0.412,0.0,0.445,0.575,141.075,176188,4
Resumindo - Ao Vivo,"Diego & Arnaldo, Vitor Fernandes",23s3h5dG3GMZ9oHjR9Eizm,1074243,br,0.746,0.807,7,-2.916,0,0.0727,0.325,0.0,0.951,0.702,75.038,202093,4
Have Mercy,Chlöe,5SixeLvPsYpk7qq9lo5xYg,1070334,br,0.903,0.535,9,-6.434,1,0.0742,0.297,0.0,0.345,0.508,130.022,148779,4
Uma Ex (Ao Vivo),"Murilo Huff, Jorge",7xi4XR5EIOU6OHdIydLMjT,1068060,br,0.627,0.651,5,-4.15,1,0.0461,0.521,0.0,0.952,0.666,104.816,218806,4
Antes de Ir,"Taty pink, Romeu",2G3pr93yMNJ2HcL028dTxt,1066333,br,0.736,0.583,8,-3.325,1,0.0323,0.515,0.0,0.151,0.48,131.865,189127,4
Chamo Teu Vulgo Malvadão,"mc jhenny, DJ KOSTA 22, Mc Gw",4mdlehe2znCTAzlFhrOa09,1066319,br,0.949,0.62,4,-2.891,1,0.331,0.171,4.74e-05,0.11,0.76,129.869,118308,4
Até A Próxima Vida - Ao Vivo,Henrique & Juliano,1gqZjpNPd6UrV8ZGyKPjDw,1063118,br,0.587,0.755,4,-4.038,0,0.184,0.135,0.0,0.976,0.629,117.606,194311,4
Fragrância - Remix,"MD Chefe, L7NNON, PL Quest",76E9YSvgci2hPaNFy3XZu1,1055101,br,0.734,0.622,8,-6.103,1,0.269,0.508,0.0,0.199,0.541,111.939,171428,4
Foi Pá Pum,Simone & Simaria,5uztIMqjl5FTZSYDlOBJjV,1049700,br,0.627,0.818,1,-3.086,1,0.103,0.378,0.0,0.246,0.449,161.857,183413,4
Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,"Grupo Menos É Mais, Di Propósito, Vou Zuar",5r9CZJMoMmxio2AnJdxuDS,1044238,br,0.437,0.798,2,-3.928,1,0.0792,0.603,0.0,0.552,0.706,157.828,521088,4
Ficante Fiel,"Mad Dogz, Mari Fernandez",07Kp3cAQRY0iPp4ATMoehM,1044159,br,0.596,0.766,0,-6.792,1,0.0354,0.0296,0.0,0.207,0.625,155.095,140903,4
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,1037619,br,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
